idea_id,family,name,hypothesis,target_problem,target_benchmark,expected_live_known_features,required_timeframe,entry_logic,exit_logic,risk_logic,why_it_might_work,why_it_might_fail,lookahead_risk,hardcoding_risk,live_known_safety,expected_pnl_impact,expected_pf_impact,expected_dd_impact,expected_stress_impact,expected_trade_count_impact,implementation_complexity,overfit_risk,data_requirement,test_priority,strategy_family,candidate_template_compatibility
IDEA_039,Strategy #1.1 Improvement Ideas,Strategy #1.1 Improvement Ideas Variant 14,Using Optimizations for candidate P37_CAND_0357 with parameter threshold index 14 filters false signals.,Volatility regimes in bear months for Strategy #1.1 Improvement Ideas.,Strategy #1.1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.700.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Strategy #1.1 Improvement Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.60,-15.0%,9/15 PASS,-30%,Low,High,BTCUSDT 1h,High,Reversion,UniversalStrategyTemplate
IDEA_040,Strategy #1.1 Improvement Ideas,Strategy #1.1 Improvement Ideas Variant 15,Using Optimizations for candidate P37_CAND_0357 with parameter threshold index 15 filters false signals.,Volatility regimes in bear months for Strategy #1.1 Improvement Ideas.,Strategy #1.1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.750.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Strategy #1.1 Improvement Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.30,-12.0%,6/15 PASS,-10%,Medium,Low,BTCUSDT 1h,High,Breakout,UniversalStrategyTemplate
IDEA_041,Strategy #1.1 Improvement Ideas,Strategy #1.1 Improvement Ideas Variant 16,Using Optimizations for candidate P37_CAND_0357 with parameter threshold index 16 filters false signals.,Volatility regimes in bear months for Strategy #1.1 Improvement Ideas.,Strategy #1.1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.800.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Strategy #1.1 Improvement Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.40,-9.0%,7/15 PASS,-15%,High,Medium,BTCUSDT 1h,High,Reversion,UniversalStrategyTemplate
IDEA_042,Strategy #1.1 Improvement Ideas,Strategy #1.1 Improvement Ideas Variant 17,Using Optimizations for candidate P37_CAND_0357 with parameter threshold index 17 filters false signals.,Volatility regimes in bear months for Strategy #1.1 Improvement Ideas.,Strategy #1.1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.850.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Strategy #1.1 Improvement Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.50,-15.0%,8/15 PASS,-20%,Low,High,BTCUSDT 1h,High,Breakout,UniversalStrategyTemplate
IDEA_043,Strategy #1.1 Improvement Ideas,Strategy #1.1 Improvement Ideas Variant 18,Using Optimizations for candidate P37_CAND_0357 with parameter threshold index 18 filters false signals.,Volatility regimes in bear months for Strategy #1.1 Improvement Ideas.,Strategy #1.1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.900.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Strategy #1.1 Improvement Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.60,-12.0%,9/15 PASS,-25%,Medium,High,BTCUSDT 1h,High,Reversion,UniversalStrategyTemplate
IDEA_044,Strategy #1.1 Improvement Ideas,Strategy #1.1 Improvement Ideas Variant 19,Using Optimizations for candidate P37_CAND_0357 with parameter threshold index 19 filters false signals.,Volatility regimes in bear months for Strategy #1.1 Improvement Ideas.,Strategy #1.1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.950.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Strategy #1.1 Improvement Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.30,-9.0%,6/15 PASS,-30%,High,Low,BTCUSDT 1h,High,Breakout,UniversalStrategyTemplate
IDEA_045,Strategy #1.1 Improvement Ideas,Strategy #1.1 Improvement Ideas Variant 20,Using Optimizations for candidate P37_CAND_0357 with parameter threshold index 20 filters false signals.,Volatility regimes in bear months for Strategy #1.1 Improvement Ideas.,Strategy #1.1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 1.000.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Strategy #1.1 Improvement Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.40,-15.0%,7/15 PASS,-10%,Low,Medium,BTCUSDT 1h,High,Reversion,UniversalStrategyTemplate
IDEA_046,Strategy #1.1 Improvement Ideas,Strategy #1.1 Improvement Ideas Variant 21,Using Optimizations for candidate P37_CAND_0357 with parameter threshold index 21 filters false signals.,Volatility regimes in bear months for Strategy #1.1 Improvement Ideas.,Strategy #1.1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 1.050.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Strategy #1.1 Improvement Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.50,-12.0%,8/15 PASS,-15%,Medium,High,BTCUSDT 1h,High,Breakout,UniversalStrategyTemplate
IDEA_047,Strategy #1.1 Improvement Ideas,Strategy #1.1 Improvement Ideas Variant 22,Using Optimizations for candidate P37_CAND_0357 with parameter threshold index 22 filters false signals.,Volatility regimes in bear months for Strategy #1.1 Improvement Ideas.,Strategy #1.1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 1.100.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Strategy #1.1 Improvement Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.60,-9.0%,9/15 PASS,-20%,High,High,BTCUSDT 1h,High,Reversion,UniversalStrategyTemplate
IDEA_048,Strategy #1.1 Improvement Ideas,Strategy #1.1 Improvement Ideas Variant 23,Using Optimizations for candidate P37_CAND_0357 with parameter threshold index 23 filters false signals.,Volatility regimes in bear months for Strategy #1.1 Improvement Ideas.,Strategy #1.1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 1.150.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Strategy #1.1 Improvement Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.30,-15.0%,6/15 PASS,-25%,Low,Low,BTCUSDT 1h,High,Breakout,UniversalStrategyTemplate
IDEA_049,Strategy #1.1 Improvement Ideas,Strategy #1.1 Improvement Ideas Variant 24,Using Optimizations for candidate P37_CAND_0357 with parameter threshold index 24 filters false signals.,Volatility regimes in bear months for Strategy #1.1 Improvement Ideas.,Strategy #1.1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 1.200.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Strategy #1.1 Improvement Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.40,-12.0%,7/15 PASS,-30%,Medium,Medium,BTCUSDT 1h,High,Reversion,UniversalStrategyTemplate
IDEA_050,Strategy #1.1 Improvement Ideas,Strategy #1.1 Improvement Ideas Variant 25,Using Optimizations for candidate P37_CAND_0357 with parameter threshold index 25 filters false signals.,Volatility regimes in bear months for Strategy #1.1 Improvement Ideas.,Strategy #1.1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 1.250.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Strategy #1.1 Improvement Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.50,-9.0%,8/15 PASS,-10%,High,High,BTCUSDT 1h,High,Breakout,UniversalStrategyTemplate
IDEA_051,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 1,Using Automated rules targeting negative closed months with parameter threshold index 1 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.050.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.60,-15.0%,9/15 PASS,-15%,Low,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_052,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 2,Using Automated rules targeting negative closed months with parameter threshold index 2 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.100.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.30,-12.0%,6/15 PASS,-20%,Medium,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_053,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 3,Using Automated rules targeting negative closed months with parameter threshold index 3 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.150.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.40,-9.0%,7/15 PASS,-25%,High,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_054,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 4,Using Automated rules targeting negative closed months with parameter threshold index 4 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.200.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.50,-15.0%,8/15 PASS,-30%,Low,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_055,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 5,Using Automated rules targeting negative closed months with parameter threshold index 5 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.250.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.60,-12.0%,9/15 PASS,-10%,Medium,High,BTCUSDT 1h,High,Reversion,UniversalStrategyTemplate
IDEA_056,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 6,Using Automated rules targeting negative closed months with parameter threshold index 6 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.300.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.30,-9.0%,6/15 PASS,-15%,High,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_057,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 7,Using Automated rules targeting negative closed months with parameter threshold index 7 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.350.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.40,-15.0%,7/15 PASS,-20%,Low,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_058,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 8,Using Automated rules targeting negative closed months with parameter threshold index 8 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.400.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.50,-12.0%,8/15 PASS,-25%,Medium,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_059,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 9,Using Automated rules targeting negative closed months with parameter threshold index 9 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.450.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.60,-9.0%,9/15 PASS,-30%,High,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_060,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 10,Using Automated rules targeting negative closed months with parameter threshold index 10 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.500.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.30,-15.0%,6/15 PASS,-10%,Low,Low,BTCUSDT 1h,High,Breakout,UniversalStrategyTemplate
IDEA_061,Monthly-Negative Repair Ideas,Monthly-Negative Repair Ideas Variant 11,Using Automated rules targeting negative closed months with parameter threshold index 11 filters false signals.,Volatility regimes in bear months for Monthly-Negative Repair Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.550.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Monthly-Negative Repair Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.40,-12.0%,7/15 PASS,-15%,Medium,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
