candidate_id,family,category,exact_rule,parameters,live_known_features,expected_mechanism_target,expected_trade_count_effect,expected_failure_mode,parameter_hash,behavior_hash,no_lookahead_verdict
C25_0043,structure_hl_15m,B,Enter on 15m higher-low structure reclaim,"{""adx_thresh"": 18, ""rsi_overbought"": 83, ""rsi_oversold"": 28, ""wick_ratio_thresh"": 0.48, ""volume_trend_thresh"": 0.95, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,f677f3a8ee7f15ea,10ee5016661025f7,PASS
C25_0044,vwap_reclaim_precision,B,Reclaim VWAP deviation with tight ATR stop,"{""adx_thresh"": 19, ""rsi_overbought"": 84, ""rsi_oversold"": 29, ""wick_ratio_thresh"": 0.49, ""volume_trend_thresh"": 1.0, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,8e15250d2e8c26a3,e3ef2acb1d98f361,PASS
C25_0045,liquidity_sweep_reclaim,B,Buy/sell clean wick sweep of swing high/low,"{""adx_thresh"": 20, ""rsi_overbought"": 70, ""rsi_oversold"": 15, ""wick_ratio_thresh"": 0.5, ""volume_trend_thresh"": 1.05, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,040228c82921fcbe,4c6d3143e217e26e,PASS
C25_0046,false_breakout_filter,A,Filter out entry if opposite wick ratio > 0.45,"{""adx_thresh"": 21, ""rsi_overbought"": 71, ""rsi_oversold"": 16, ""wick_ratio_thresh"": 0.51, ""volume_trend_thresh"": 1.1, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,045c9d3b84306ab9,2a68f5bf5d4e8146,PASS
C25_0047,wick_rejection_filter,A,Filter out entry if upper wick is too long,"{""adx_thresh"": 22, ""rsi_overbought"": 72, ""rsi_oversold"": 17, ""wick_ratio_thresh"": 0.52, ""volume_trend_thresh"": 1.15, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,cc88bfd44b7c331c,893f7b596a01638a,PASS
C25_0048,funding_extreme_skip,A,Skip entry if absolute funding exceeds threshold,"{""adx_thresh"": 23, ""rsi_overbought"": 73, ""rsi_oversold"": 18, ""wick_ratio_thresh"": 0.53, ""volume_trend_thresh"": 1.2, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,afdb7f53faead425,7c90fa37c5292b2e,PASS
C25_0049,allowed_hours_filter,A,Restrict entry to Tokyo/London/NY liquid sessions,"{""adx_thresh"": 24, ""rsi_overbought"": 74, ""rsi_oversold"": 19, ""wick_ratio_thresh"": 0.54, ""volume_trend_thresh"": 1.25, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,5e5e9519fda8c95f,604bfc07af6dc689,PASS
C25_0050,second_retest_entry,B,Buy pullback reclaim on second retest of support,"{""adx_thresh"": 25, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""wick_ratio_thresh"": 0.3, ""volume_trend_thresh"": 1.3, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,1e25d770a0f2f3ce,cdd10cc3b1f9029d,PASS
C25_0051,retest_breakout_confirm,B,Enter on 15m retest confirmation after 1h breakout,"{""adx_thresh"": 26, ""rsi_overbought"": 76, ""rsi_oversold"": 21, ""wick_ratio_thresh"": 0.31, ""volume_trend_thresh"": 1.35, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,fa7a503ab0421cd8,8e0e45e3df6533db,PASS
C25_0052,pullback_reclaim_5m,B,Trigger 5m pullback reclaim after missed 1h breakout,"{""adx_thresh"": 27, ""rsi_overbought"": 77, ""rsi_oversold"": 22, ""wick_ratio_thresh"": 0.32, ""volume_trend_thresh"": 1.4, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,dfafbc45ecb38d60,02fa9b364b11d688,PASS
C25_0053,structure_hl_15m,B,Enter on 15m higher-low structure reclaim,"{""adx_thresh"": 28, ""rsi_overbought"": 78, ""rsi_oversold"": 23, ""wick_ratio_thresh"": 0.33, ""volume_trend_thresh"": 1.45, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,ef60b33c77e8d3e7,7e0f00b77a2f685b,PASS
C25_0054,vwap_reclaim_precision,B,Reclaim VWAP deviation with tight ATR stop,"{""adx_thresh"": 29, ""rsi_overbought"": 79, ""rsi_oversold"": 24, ""wick_ratio_thresh"": 0.34, ""volume_trend_thresh"": 1.5, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,af410aa16066a0b1,e9f6a1bd6a629b43,PASS
C25_0055,liquidity_sweep_reclaim,B,Buy/sell clean wick sweep of swing high/low,"{""adx_thresh"": 30, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""wick_ratio_thresh"": 0.35, ""volume_trend_thresh"": 1.55, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,a501369e9f61e0b3,ae65ae9c6d45ac87,PASS
C25_0056,false_breakout_filter,A,Filter out entry if opposite wick ratio > 0.45,"{""adx_thresh"": 31, ""rsi_overbought"": 81, ""rsi_oversold"": 26, ""wick_ratio_thresh"": 0.36, ""volume_trend_thresh"": 1.6, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,c2d9a6a0571132df,3523ad7e710379fb,PASS
C25_0057,wick_rejection_filter,A,Filter out entry if upper wick is too long,"{""adx_thresh"": 32, ""rsi_overbought"": 82, ""rsi_oversold"": 27, ""wick_ratio_thresh"": 0.37, ""volume_trend_thresh"": 1.65, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,57e3809968a4cb65,6a138469b05a8500,PASS
C25_0058,funding_extreme_skip,A,Skip entry if absolute funding exceeds threshold,"{""adx_thresh"": 33, ""rsi_overbought"": 83, ""rsi_oversold"": 28, ""wick_ratio_thresh"": 0.38, ""volume_trend_thresh"": 1.7, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,7340b45c4d9b57cb,dee61e2c27496742,PASS
C25_0059,allowed_hours_filter,A,Restrict entry to Tokyo/London/NY liquid sessions,"{""adx_thresh"": 34, ""rsi_overbought"": 84, ""rsi_oversold"": 29, ""wick_ratio_thresh"": 0.39, ""volume_trend_thresh"": 1.75, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,8f82b773fbbe4a09,da1f986344fff54a,PASS
C25_0060,second_retest_entry,B,Buy pullback reclaim on second retest of support,"{""adx_thresh"": 15, ""rsi_overbought"": 70, ""rsi_oversold"": 15, ""wick_ratio_thresh"": 0.4, ""volume_trend_thresh"": 0.8, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,7eb6120cea357b89,acf8ecbfa31bb43a,PASS
C25_0061,retest_breakout_confirm,B,Enter on 15m retest confirmation after 1h breakout,"{""adx_thresh"": 16, ""rsi_overbought"": 71, ""rsi_oversold"": 16, ""wick_ratio_thresh"": 0.41, ""volume_trend_thresh"": 0.85, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,cf3ad2c0b449742e,facbadcd03c8314e,PASS
C25_0062,pullback_reclaim_5m,B,Trigger 5m pullback reclaim after missed 1h breakout,"{""adx_thresh"": 17, ""rsi_overbought"": 72, ""rsi_oversold"": 17, ""wick_ratio_thresh"": 0.42, ""volume_trend_thresh"": 0.9, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,2459f4140d3cac19,a778fc08e717b154,PASS
C25_0063,structure_hl_15m,B,Enter on 15m higher-low structure reclaim,"{""adx_thresh"": 18, ""rsi_overbought"": 73, ""rsi_oversold"": 18, ""wick_ratio_thresh"": 0.43, ""volume_trend_thresh"": 0.95, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,373dfc5000265d60,9c7273116378087a,PASS
C25_0064,vwap_reclaim_precision,B,Reclaim VWAP deviation with tight ATR stop,"{""adx_thresh"": 19, ""rsi_overbought"": 74, ""rsi_oversold"": 19, ""wick_ratio_thresh"": 0.44, ""volume_trend_thresh"": 1.0, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,7c037a2cd8b11f03,f8d17f49b3d2d419,PASS
C25_0065,liquidity_sweep_reclaim,B,Buy/sell clean wick sweep of swing high/low,"{""adx_thresh"": 20, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""wick_ratio_thresh"": 0.45, ""volume_trend_thresh"": 1.05, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,0f69f200c8c3aae0,253cd3f9beb24e1a,PASS
C25_0066,false_breakout_filter,A,Filter out entry if opposite wick ratio > 0.45,"{""adx_thresh"": 21, ""rsi_overbought"": 76, ""rsi_oversold"": 21, ""wick_ratio_thresh"": 0.46, ""volume_trend_thresh"": 1.1, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,3e8eac18044a3821,07d68673afbd3288,PASS
C25_0067,wick_rejection_filter,A,Filter out entry if upper wick is too long,"{""adx_thresh"": 22, ""rsi_overbought"": 77, ""rsi_oversold"": 22, ""wick_ratio_thresh"": 0.47, ""volume_trend_thresh"": 1.15, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,3f9f146953ce1994,0507a128de1923de,PASS
C25_0068,funding_extreme_skip,A,Skip entry if absolute funding exceeds threshold,"{""adx_thresh"": 23, ""rsi_overbought"": 78, ""rsi_oversold"": 23, ""wick_ratio_thresh"": 0.48, ""volume_trend_thresh"": 1.2, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,0a9fbb5e9b4c9ad7,22a4847ba45c1da6,PASS
C25_0069,allowed_hours_filter,A,Restrict entry to Tokyo/London/NY liquid sessions,"{""adx_thresh"": 24, ""rsi_overbought"": 79, ""rsi_oversold"": 24, ""wick_ratio_thresh"": 0.49, ""volume_trend_thresh"": 1.25, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,07b40fd4ae4c18c9,9eaab577cc7c4b78,PASS
C25_0070,second_retest_entry,B,Buy pullback reclaim on second retest of support,"{""adx_thresh"": 25, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""wick_ratio_thresh"": 0.5, ""volume_trend_thresh"": 1.3, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,9b0d01e967b8927a,6000c16ea57f9e50,PASS
C25_0071,retest_breakout_confirm,B,Enter on 15m retest confirmation after 1h breakout,"{""adx_thresh"": 26, ""rsi_overbought"": 81, ""rsi_oversold"": 26, ""wick_ratio_thresh"": 0.51, ""volume_trend_thresh"": 1.35, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,a7a9378704bda563,32e67b36d6118991,PASS
C25_0072,pullback_reclaim_5m,B,Trigger 5m pullback reclaim after missed 1h breakout,"{""adx_thresh"": 27, ""rsi_overbought"": 82, ""rsi_oversold"": 27, ""wick_ratio_thresh"": 0.52, ""volume_trend_thresh"": 1.4, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,344fb081dbb9360c,91c23491560ed934,PASS
C25_0073,structure_hl_15m,B,Enter on 15m higher-low structure reclaim,"{""adx_thresh"": 28, ""rsi_overbought"": 83, ""rsi_oversold"": 28, ""wick_ratio_thresh"": 0.53, ""volume_trend_thresh"": 1.45, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,caf7c0ee49308994,94470abff0746b6d,PASS
C25_0074,vwap_reclaim_precision,B,Reclaim VWAP deviation with tight ATR stop,"{""adx_thresh"": 29, ""rsi_overbought"": 84, ""rsi_oversold"": 29, ""wick_ratio_thresh"": 0.54, ""volume_trend_thresh"": 1.5, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,0f79c3a2b7bf2a91,f37578d5ef5acc4c,PASS
C25_0075,liquidity_sweep_reclaim,B,Buy/sell clean wick sweep of swing high/low,"{""adx_thresh"": 30, ""rsi_overbought"": 70, ""rsi_oversold"": 15, ""wick_ratio_thresh"": 0.3, ""volume_trend_thresh"": 1.55, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,2956da48b74c888c,6dc1630626ac9e89,PASS
C25_0076,false_breakout_filter,A,Filter out entry if opposite wick ratio > 0.45,"{""adx_thresh"": 31, ""rsi_overbought"": 71, ""rsi_oversold"": 16, ""wick_ratio_thresh"": 0.31, ""volume_trend_thresh"": 1.6, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,e79d579d28aa2627,d1e269a9fc88b92f,PASS
C25_0077,wick_rejection_filter,A,Filter out entry if upper wick is too long,"{""adx_thresh"": 32, ""rsi_overbought"": 72, ""rsi_oversold"": 17, ""wick_ratio_thresh"": 0.32, ""volume_trend_thresh"": 1.65, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,db83f127d8c67d22,5c6aaebaa40082f4,PASS
C25_0078,funding_extreme_skip,A,Skip entry if absolute funding exceeds threshold,"{""adx_thresh"": 33, ""rsi_overbought"": 73, ""rsi_oversold"": 18, ""wick_ratio_thresh"": 0.33, ""volume_trend_thresh"": 1.7, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,0c48731db96d251b,a41d67af654e8335,PASS
C25_0079,allowed_hours_filter,A,Restrict entry to Tokyo/London/NY liquid sessions,"{""adx_thresh"": 34, ""rsi_overbought"": 74, ""rsi_oversold"": 19, ""wick_ratio_thresh"": 0.34, ""volume_trend_thresh"": 1.75, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,decrease,winner clipping,4fb1e5f6481647ed,3c9d4d7b478a8a8d,PASS
C25_0080,second_retest_entry,B,Buy pullback reclaim on second retest of support,"{""adx_thresh"": 15, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""wick_ratio_thresh"": 0.35, ""volume_trend_thresh"": 0.8, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,b835dd7e2dbacb54,f4ef4fc0472a0cfb,PASS
C25_0081,retest_breakout_confirm,B,Enter on 15m retest confirmation after 1h breakout,"{""adx_thresh"": 16, ""rsi_overbought"": 76, ""rsi_oversold"": 21, ""wick_ratio_thresh"": 0.36, ""volume_trend_thresh"": 0.85, ""bb_width_thresh"": 0.06, ""atr_pct_thresh"": 0.35, ""funding_threshold"": 0.0005, ""allowed_hours"": [0,1,2,8,9,10,13,14,15], ""retest_depth"": 0.5, ""cost_to_atr_mult"": 1.5}","ADX, RSI, WickRatio, VolumeTrend, FundingRate, UTC_Hour, RetestDepth",Volume impulse expansion confirmation,increase,cost erosion,963397fbe9026f83,3454e23b49f927a3,PASS
